0.0,0.8414709848078965
0.01,0.8721076886176963
0.02,0.9024015606300045
0.03,0.9323464827499776
0.04,0.9619364752582158
0.05,0.9911656986027921
0.06,1.0200284551353942
0.07,1.0485191907909488
0.08,1.0766324967101122
0.09,1.1043631108040424
0.1,1.1317059192608827
0.11,1.1586559579934173
0.12,1.1852084140273778
0.13,1.2113586268299055
0.14,1.2371020895776978
0.15,1.2624344503643914
0.16,1.2873515133467572
0.17,1.3118492398293116
0.18,1.3359237492869644
0.19,1.3595713203253608
0.2,1.3827883915785826
0.21,1.405571562543919
0.22,1.427917594353425
0.23,1.4498234104820216
0.24,1.4712860973919093
0.25,1.4923029051131003
0.26,1.5128712477598931
0.27,1.5329887039831414
0.28,1.5526530173581938
0.29,1.5718620967084111
0.3,1.5906140163641842
0.31,1.6089070163574108
0.32,1.626739502551409
0.33,1.6441100467062735
0.34,1.6610173864797049
0.35000000000000003,1.6774604253633714
0.36,1.6934382325548814
0.37,1.7089500427654776
0.38,1.7239952559635838
0.39,1.7385734370543675
0.4,1.7526843154954963
0.41000000000000003,1.7663277848493022
0.42,1.7795039022715886
0.43,1.7922128879373358
0.44,1.8044551244035945
0.45,1.816231155909875
0.46,1.8275416876163644
0.47000000000000003,1.838387584780337
0.48,1.8487698718711338
0.49,1.8586897316241258
0.5,1.8681485040340877
0.51,1.8771476852884423
0.52,1.885688926640853
0.53,1.893774033225668
0.54,1.9014049628137426
0.55,1.9085838245101923
0.56,1.9153128773946428
0.5700000000000001,1.9215945291045844
0.58,1.92743133436243
0.59,1.9328259934469418
0.6,1.9377813506096608
0.61,1.9423003924370494
0.62,1.94638624615903
0.63,1.950042177904665
0.64,1.9532715909057061
0.65,1.9560780236487993
0.66,1.9584651479771187
0.67,1.9604367671422458
0.68,1.961996813807113
0.6900000000000001,1.9631493480008724
0.7000000000000001,1.9638985550265329
0.71,1.964248743322274
0.72,1.964204342277317
0.73,1.963769900003288
0.74,1.9629500810620018
0.75,1.9617496641506247
0.76,1.9601735397451845
0.77,1.9582267077034161
0.78,1.955914274827947
0.79,1.9532414523908368
0.8,1.9502135536205096
0.81,1.9468359911521236
0.8200000000000001,1.9431142744424401
0.8300000000000001,1.9390540071502707
0.84,1.9346608844835902
0.85,1.9299406905144152
0.86,1.9248992954625717
0.87,1.9195426529494624
0.88,1.9138767972229944
0.89,1.9079078403547904
0.9,1.901641969410872
0.91,1.8950854435969544
0.92,1.8882445913795645
0.93,1.8811258075841408
0.9400000000000001,1.8737355504713396
0.9500000000000001,1.8660803387927294
0.96,1.8581667488271134
0.97,1.8500014113986707
0.98,1.841591008878174
0.99,1.8329422721684967
1.0,1.8240619776756601
1.01,1.8149569442666602
1.02,1.8056340302153278
1.03,1.796100130137476
1.04,1.78636217191659
1.05,1.7764271136213243
1.06,1.7663019404160685
1.07,1.7559936614658502
1.08,1.7455093068368412
1.09,1.7348559243937391
1.1,1.7240405766952906
1.11,1.71307033788923
1.12,1.7019522906079014
1.1300000000000001,1.6906935228658342
1.1400000000000001,1.6793011249605394
1.1500000000000001,1.6677821863777935
1.16,1.6561437927026736
1.17,1.6443930225376016
1.18,1.632536944428661
1.19,1.6205826138014363
1.2,1.6085370699076214
1.21,1.5964073327836479
1.22,1.5842004002225676
1.23,1.5719232447604248
1.24,1.5595828106783438
1.25,1.5471860110215525
1.26,1.5347397246365544
1.27,1.5222507932276543
1.28,1.509726018434033
1.29,1.4971721589285627
1.3,1.4845959275395335
1.31,1.4720039883964697
1.32,1.4594029541011877
1.33,1.4467993829252443
1.34,1.434199776034915
1.35,1.4216105747448249
1.36,1.4090381578013453
1.37,1.3964888386968584
1.3800000000000001,1.3839688630159763
1.3900000000000001,1.371484405814789
1.4000000000000001,1.3590415690342013
1.41,1.3466463789484076
1.42,1.3343047836495305
1.43,1.3220226505694506
1.44,1.3098057640398113
1.45,1.297659822891203
1.46,1.2855904380924843
1.47,1.2736031304311912
1.48,1.2617033282359804
1.49,1.2498963651420123
1.5,1.2381874779001807
1.51,1.2265818042310723
1.52,1.2150843807245133
1.53,1.2037001407855548
1.54,1.1924339126277177
1.55,1.1812904173143037
